seas_id,player,tm,season,age,experience,g,gs,mp,fg,fga,x3p,x3pa,x2p,x2pa,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,playoffs,w,l,forward,guard,center,All-NBA Probability
30967,Robert Covington,LAC,2023,32,10,36,0,584,69,170,35,105,34,65,25,34,25,108,133,46,25,28,23,68,198,0,33,31,1,0,0,0
30960,Reggie Bullock,DAL,2023,31,10,61,38,1854,144,359,115,304,29,55,24,35,29,184,213,85,47,13,30,140,427,0,32,31,1,0,0,0
30837,Lamar Stevens,CLE,2023,25,3,45,18,784,91,199,20,66,71,133,28,39,28,107,135,26,19,14,21,55,230,0,39,25,1,0,0,0
30610,Dominick Barlow,SAS,2023,19,1,11,0,111,14,26,0,4,14,22,9,10,14,14,28,7,2,2,6,21,37,0,15,47,1,0,0,0
30597,Derrick Jones Jr.,CHI,2023,25,7,48,0,705,88,174,18,55,70,119,54,68,47,74,121,29,22,30,20,69,248,0,28,34,1,0,0,0
30592,Deni Avdija,WAS,2023,22,3,59,34,1557,191,440,52,178,139,262,97,129,64,310,374,148,53,27,85,167,531,0,29,32,1,0,0,0
30586,Dean Wade,CLE,2023,26,4,34,9,712,62,143,38,100,24,43,15,23,16,110,126,30,23,16,14,75,177,0,39,25,1,0,0,0
30578,Dāvis Bertāns,DAL,2023,30,7,34,0,360,47,111,37,97,10,14,10,12,6,26,32,12,7,3,9,39,141,0,32,31,1,0,0,0
30576,David Roddy,MEM,2023,21,1,49,1,836,115,273,40,137,75,136,30,48,31,95,126,30,23,12,44,72,300,0,37,23,1,0,0,0
30573,Darius Days,HOU,2023,23,1,4,0,25,5,12,3,10,2,2,2,2,1,5,6,1,0,1,0,2,15,0,13,48,1,0,0,0
30572,Darius Bazley,OKC,2023,22,4,36,1,555,71,158,18,45,53,113,36,65,29,93,122,32,19,29,22,35,196,0,28,33,1,0,0,0
30571,Dario Šarić,OKC,2023,28,6,5,0,73,14,25,5,14,9,11,12,12,4,15,19,5,1,0,8,8,45,0,28,33,1,0,0,0
